Drug_Name,Vina_Score_kcal_mol,Output_File
levosalbutamol,-6.657,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levosalbutamol_docked.pdbqt
roquinimex,-6.657,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\roquinimex_docked.pdbqt
tetrabenazine,-6.656,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tetrabenazine_docked.pdbqt
doxofylline,-6.656,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\doxofylline_docked.pdbqt
tecovirimat,-6.655,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tecovirimat_docked.pdbqt
thiazosulfone,-6.655,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thiazosulfone_docked.pdbqt
zotepine,-6.653,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zotepine_docked.pdbqt
fluorometholone_acetate,-6.651,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluorometholone_acetate_docked.pdbqt
picoperine,-6.65,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\picoperine_docked.pdbqt
levisoprenaline,-6.649,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levisoprenaline_docked.pdbqt
amphotalide,-6.649,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amphotalide_docked.pdbqt
clidinium,-6.649,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clidinium_docked.pdbqt
morinamide,-6.648,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\morinamide_docked.pdbqt
_S_-nitrendipine,-6.647,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\_S_-nitrendipine_docked.pdbqt
betamethasone,-6.646,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\betamethasone_docked.pdbqt
valganciclovir,-6.646,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valganciclovir_docked.pdbqt
furfenorex,-6.645,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\furfenorex_docked.pdbqt
ganciclovir,-6.645,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ganciclovir_docked.pdbqt
benzyl_benzoate,-6.644,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzyl_benzoate_docked.pdbqt
poldine,-6.643,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\poldine_docked.pdbqt
retinol_acetate,-6.643,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\retinol_acetate_docked.pdbqt
cytarabine,-6.642,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cytarabine_docked.pdbqt
ibuprofen_guaiacol_ester,-6.641,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ibuprofen_guaiacol_ester_docked.pdbqt
triflusal,-6.641,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\triflusal_docked.pdbqt
metolazone,-6.638,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metolazone_docked.pdbqt
lidamidine,-6.638,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lidamidine_docked.pdbqt
biphenylol,-6.637,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\biphenylol_docked.pdbqt
trimethobenzamide,-6.637,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimethobenzamide_docked.pdbqt
androstenediol,-6.635,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\androstenediol_docked.pdbqt
piribedil,-6.634,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piribedil_docked.pdbqt
leiopyrrole,-6.633,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\leiopyrrole_docked.pdbqt
sulfathiazole,-6.633,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfathiazole_docked.pdbqt
naftidrofuryl,-6.632,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\naftidrofuryl_docked.pdbqt
butizide,-6.631,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\butizide_docked.pdbqt
levallorphan,-6.631,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levallorphan_docked.pdbqt
tertatolol,-6.63,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tertatolol_docked.pdbqt
molindone,-6.629,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\molindone_docked.pdbqt
dextromethorphan,-6.628,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dextromethorphan_docked.pdbqt
beclobrate,-6.627,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\beclobrate_docked.pdbqt
amezinium_metilsulfate,-6.626,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amezinium_metilsulfate_docked.pdbqt
tenoxicam,-6.626,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tenoxicam_docked.pdbqt
pridinol,-6.622,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pridinol_docked.pdbqt
isothipendyl,-6.622,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isothipendyl_docked.pdbqt
taribavirin,-6.621,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\taribavirin_docked.pdbqt
oxandrolone,-6.62,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxandrolone_docked.pdbqt
propiverine,-6.62,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propiverine_docked.pdbqt
hexocyclium,-6.62,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hexocyclium_docked.pdbqt
naloxone,-6.62,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\naloxone_docked.pdbqt
fluclorolone_acetonide,-6.62,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluclorolone_acetonide_docked.pdbqt
carbenicillin,-6.619,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbenicillin_docked.pdbqt
trichlormethiazide,-6.615,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trichlormethiazide_docked.pdbqt
muzolimine,-6.615,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\muzolimine_docked.pdbqt
flunitrazepam,-6.614,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flunitrazepam_docked.pdbqt
moprolol,-6.611,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\moprolol_docked.pdbqt
mephenoxalone,-6.611,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mephenoxalone_docked.pdbqt
fluvoxamine,-6.61,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluvoxamine_docked.pdbqt
levomoprolol,-6.608,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levomoprolol_docked.pdbqt
sulfathiourea,-6.608,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfathiourea_docked.pdbqt
bucloxic_acid,-6.607,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bucloxic_acid_docked.pdbqt
pheneticillin,-6.607,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pheneticillin_docked.pdbqt
linezolid,-6.604,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\linezolid_docked.pdbqt
benzylthiouracil,-6.604,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzylthiouracil_docked.pdbqt
acetylsalicylic_acid,-6.603,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetylsalicylic_acid_docked.pdbqt
pentoxifylline,-6.602,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentoxifylline_docked.pdbqt
racepinefrine,-6.599,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\racepinefrine_docked.pdbqt
methylthioninium_chloride,-6.598,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylthioninium_chloride_docked.pdbqt
vesnarinone,-6.597,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\vesnarinone_docked.pdbqt
butibufen,-6.597,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\butibufen_docked.pdbqt
famprofazone,-6.593,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\famprofazone_docked.pdbqt
pirprofen,-6.592,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pirprofen_docked.pdbqt
bufetolol,-6.592,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bufetolol_docked.pdbqt
benzatropine,-6.591,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzatropine_docked.pdbqt
dimethylaminopropionylphenothiazine,-6.591,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimethylaminopropionylphenothiazine_docked.pdbqt
tolonium,-6.591,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tolonium_docked.pdbqt
perazine,-6.59,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\perazine_docked.pdbqt
eucatropine,-6.59,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eucatropine_docked.pdbqt
ethacrynic_acid,-6.589,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethacrynic_acid_docked.pdbqt
phenyltoloxamine,-6.588,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenyltoloxamine_docked.pdbqt
oxymorphone,-6.588,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxymorphone_docked.pdbqt
ronifibrate,-6.587,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ronifibrate_docked.pdbqt
acefylline,-6.586,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acefylline_docked.pdbqt
metizoline,-6.586,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metizoline_docked.pdbqt
levonorgestrel,-6.586,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levonorgestrel_docked.pdbqt
desvenlafaxine,-6.584,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\desvenlafaxine_docked.pdbqt
Padimate_A,-6.584,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\Padimate_A_docked.pdbqt
ipidacrine,-6.584,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ipidacrine_docked.pdbqt
androstanolone,-6.583,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\androstanolone_docked.pdbqt
fenadiazole,-6.582,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenadiazole_docked.pdbqt
tamoxifen,-6.581,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tamoxifen_docked.pdbqt
trengestone,-6.58,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trengestone_docked.pdbqt
nidroxyzone,-6.579,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nidroxyzone_docked.pdbqt
epalrestat,-6.576,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epalrestat_docked.pdbqt
sulbentine,-6.576,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulbentine_docked.pdbqt
cetamolol,-6.575,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetamolol_docked.pdbqt
bifemelane,-6.575,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bifemelane_docked.pdbqt
troxipide,-6.575,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\troxipide_docked.pdbqt
pramocaine,-6.575,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pramocaine_docked.pdbqt
cinametic_acid,-6.575,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cinametic_acid_docked.pdbqt
ambazone,-6.574,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ambazone_docked.pdbqt
ciclopirox,-6.572,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ciclopirox_docked.pdbqt
lascufloxacin,-6.572,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lascufloxacin_docked.pdbqt
doxepin,-6.571,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\doxepin_docked.pdbqt
bambuterol,-6.571,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bambuterol_docked.pdbqt
dimethoxanate,-6.571,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimethoxanate_docked.pdbqt
sulfadicramide,-6.57,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfadicramide_docked.pdbqt
tolonidine,-6.57,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tolonidine_docked.pdbqt
norethindrone_acetate,-6.57,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\norethindrone_acetate_docked.pdbqt
glybuthiazol,-6.568,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glybuthiazol_docked.pdbqt
atomoxetine,-6.568,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\atomoxetine_docked.pdbqt
parathiazine,-6.568,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\parathiazine_docked.pdbqt
benfluorex,-6.566,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benfluorex_docked.pdbqt
pyrrolnitrin,-6.566,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyrrolnitrin_docked.pdbqt
codeine,-6.564,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\codeine_docked.pdbqt
diampromide,-6.564,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diampromide_docked.pdbqt
carboquone,-6.564,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carboquone_docked.pdbqt
alminoprofen,-6.563,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\alminoprofen_docked.pdbqt
amrinone,-6.561,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amrinone_docked.pdbqt
azacitidine,-6.561,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\azacitidine_docked.pdbqt
talinolol,-6.561,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\talinolol_docked.pdbqt
isoetarine,-6.56,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isoetarine_docked.pdbqt
maltose,-6.56,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\maltose_docked.pdbqt
morinidazole,-6.559,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\morinidazole_docked.pdbqt
limaprost,-6.558,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\limaprost_docked.pdbqt
benzalamide,-6.558,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzalamide_docked.pdbqt
meloxicam,-6.557,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meloxicam_docked.pdbqt
glybuzole,-6.556,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glybuzole_docked.pdbqt
tiemonium,-6.555,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiemonium_docked.pdbqt
plaunotol,-6.555,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\plaunotol_docked.pdbqt
thiamphenicol,-6.555,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thiamphenicol_docked.pdbqt
propiram,-6.555,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propiram_docked.pdbqt
aminoquinuride,-6.553,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminoquinuride_docked.pdbqt
pivhydrazine,-6.552,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pivhydrazine_docked.pdbqt
diphemanil,-6.552,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diphemanil_docked.pdbqt
etifoxine,-6.551,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etifoxine_docked.pdbqt
alprostadil,-6.551,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\alprostadil_docked.pdbqt
prasugrel,-6.551,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prasugrel_docked.pdbqt
naltrexone,-6.55,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\naltrexone_docked.pdbqt
metisazone,-6.547,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metisazone_docked.pdbqt
mephenytoin,-6.547,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mephenytoin_docked.pdbqt
trimetazidine,-6.546,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimetazidine_docked.pdbqt
hymecromone,-6.546,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hymecromone_docked.pdbqt
atenolol,-6.545,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\atenolol_docked.pdbqt
guanabenz,-6.544,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guanabenz_docked.pdbqt
diaziquone,-6.543,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diaziquone_docked.pdbqt
procyclidine,-6.543,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\procyclidine_docked.pdbqt
dimecrotic_acid,-6.542,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimecrotic_acid_docked.pdbqt
famciclovir,-6.541,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\famciclovir_docked.pdbqt
hydroxychloroquine,-6.54,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydroxychloroquine_docked.pdbqt
dexfenfluramine,-6.538,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dexfenfluramine_docked.pdbqt
metochalcone,-6.538,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metochalcone_docked.pdbqt
laquinimod,-6.538,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\laquinimod_docked.pdbqt
benzyl_nicotinate,-6.537,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzyl_nicotinate_docked.pdbqt
tenonitrozole,-6.537,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tenonitrozole_docked.pdbqt
omadacycline,-6.536,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\omadacycline_docked.pdbqt
sulpiride,-6.535,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulpiride_docked.pdbqt
exiproben,-6.533,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\exiproben_docked.pdbqt
cadralazine,-6.533,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cadralazine_docked.pdbqt
melevodopa,-6.532,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\melevodopa_docked.pdbqt
epitiostanol,-6.532,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epitiostanol_docked.pdbqt
oxycodone,-6.528,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxycodone_docked.pdbqt
fluorometholone,-6.528,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluorometholone_docked.pdbqt
methdilazine,-6.527,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methdilazine_docked.pdbqt
methylhomatropine,-6.527,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylhomatropine_docked.pdbqt
tiludronic_acid,-6.526,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiludronic_acid_docked.pdbqt
caroverine,-6.525,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\caroverine_docked.pdbqt
actinoquinol,-6.522,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\actinoquinol_docked.pdbqt
amidefrine,-6.52,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amidefrine_docked.pdbqt
bromhexine,-6.519,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bromhexine_docked.pdbqt
etilevodopa,-6.518,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etilevodopa_docked.pdbqt
meprotixol,-6.517,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meprotixol_docked.pdbqt
climbazole,-6.517,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\climbazole_docked.pdbqt
drofenine,-6.516,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\drofenine_docked.pdbqt
azelastine,-6.515,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\azelastine_docked.pdbqt
tropicamide,-6.514,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tropicamide_docked.pdbqt
salicylsulfuric_acid,-6.514,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\salicylsulfuric_acid_docked.pdbqt
benzestrol,-6.511,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzestrol_docked.pdbqt
salacetamide,-6.511,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\salacetamide_docked.pdbqt
tegafur,-6.511,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tegafur_docked.pdbqt
tyrosine,-6.51,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tyrosine_docked.pdbqt
diacetazotol,-6.51,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diacetazotol_docked.pdbqt
pamaquine,-6.51,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pamaquine_docked.pdbqt
dienestrol,-6.508,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dienestrol_docked.pdbqt
zalcitabine,-6.507,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zalcitabine_docked.pdbqt
carbubarb,-6.507,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbubarb_docked.pdbqt
clopamide,-6.506,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clopamide_docked.pdbqt
phenoperidine,-6.505,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenoperidine_docked.pdbqt
salbutamol,-6.505,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\salbutamol_docked.pdbqt
quinisocaine,-6.505,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\quinisocaine_docked.pdbqt
amiloride,-6.504,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amiloride_docked.pdbqt
artemisinin,-6.503,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\artemisinin_docked.pdbqt
chlorcyclizine,-6.5,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chlorcyclizine_docked.pdbqt
sultopride,-6.5,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sultopride_docked.pdbqt
triamcinolone_acetonide,-6.499,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\triamcinolone_acetonide_docked.pdbqt
bupropion,-6.498,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bupropion_docked.pdbqt
nilvadipine,-6.498,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nilvadipine_docked.pdbqt
ibuprofen,-6.496,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ibuprofen_docked.pdbqt
ipriflavone,-6.495,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ipriflavone_docked.pdbqt
mabuprofen,-6.495,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mabuprofen_docked.pdbqt
solriamfetol,-6.494,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\solriamfetol_docked.pdbqt
terazosin,-6.494,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\terazosin_docked.pdbqt
procarbazine,-6.492,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\procarbazine_docked.pdbqt
fenfluramine,-6.491,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenfluramine_docked.pdbqt
brodimoprim,-6.49,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\brodimoprim_docked.pdbqt
pyrrocaine,-6.489,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyrrocaine_docked.pdbqt
hydralazine,-6.489,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydralazine_docked.pdbqt
levosulpiride,-6.489,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levosulpiride_docked.pdbqt
