Drug_Name,Vina_Score_kcal_mol,Output_File
creatine,-5.154,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\creatine_docked.pdbqt
paramethadione,-5.152,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\paramethadione_docked.pdbqt
meglutol,-5.149,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meglutol_docked.pdbqt
promoxolane,-5.149,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\promoxolane_docked.pdbqt
fluorouracil,-5.136,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluorouracil_docked.pdbqt
docosanol,-5.134,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\docosanol_docked.pdbqt
prozapine,-5.129,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prozapine_docked.pdbqt
kojic_acid,-5.128,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\kojic_acid_docked.pdbqt
aclatonium,-5.126,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aclatonium_docked.pdbqt
cetrimonium,-5.125,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetrimonium_docked.pdbqt
imipramine_oxide,-5.124,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\imipramine_oxide_docked.pdbqt
metformin,-5.123,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metformin_docked.pdbqt
iodinated_glycerol,-5.121,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\iodinated_glycerol_docked.pdbqt
aceclidine,-5.119,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aceclidine_docked.pdbqt
incadronic_acid,-5.113,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\incadronic_acid_docked.pdbqt
lysine,-5.111,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lysine_docked.pdbqt
allomethadione,-5.107,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\allomethadione_docked.pdbqt
tiracizine,-5.101,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiracizine_docked.pdbqt
cropropamide,-5.101,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cropropamide_docked.pdbqt
phenylpropanol,-5.09,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenylpropanol_docked.pdbqt
mercaptopurine,-5.086,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mercaptopurine_docked.pdbqt
setastine,-5.086,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\setastine_docked.pdbqt
tiadenol,-5.085,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiadenol_docked.pdbqt
carbocloral,-5.083,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbocloral_docked.pdbqt
uredepa,-5.082,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\uredepa_docked.pdbqt
isosorbide,-5.081,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isosorbide_docked.pdbqt
ketoxal,-5.079,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ketoxal_docked.pdbqt
xylitol,-5.079,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\xylitol_docked.pdbqt
cyclopentamine,-5.078,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyclopentamine_docked.pdbqt
sozoiodolic_acid,-5.074,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sozoiodolic_acid_docked.pdbqt
docosanoic_acid,-5.069,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\docosanoic_acid_docked.pdbqt
phosphorylcholine,-5.065,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phosphorylcholine_docked.pdbqt
resorcinol,-5.065,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\resorcinol_docked.pdbqt
eberconazole,-5.063,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eberconazole_docked.pdbqt
guaiacol,-5.06,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guaiacol_docked.pdbqt
malathion,-5.055,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\malathion_docked.pdbqt
octamylamine,-5.054,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\octamylamine_docked.pdbqt
bunazosin,-5.05,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bunazosin_docked.pdbqt
heptabarb,-5.037,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\heptabarb_docked.pdbqt
ethosuximide,-5.024,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethosuximide_docked.pdbqt
octamoxin,-5.024,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\octamoxin_docked.pdbqt
methitural,-5.023,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methitural_docked.pdbqt
tiopronin,-5.023,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiopronin_docked.pdbqt
methyl_aminolevulinate,-5.023,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methyl_aminolevulinate_docked.pdbqt
metapramine,-5.015,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metapramine_docked.pdbqt
homonicotinic_acid,-5.014,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\homonicotinic_acid_docked.pdbqt
isaxonine,-5.008,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isaxonine_docked.pdbqt
iprindole,-5.004,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\iprindole_docked.pdbqt
levoverbenone,-5.002,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levoverbenone_docked.pdbqt
hydroxyproline,-4.998,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydroxyproline_docked.pdbqt
ornithine,-4.989,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ornithine_docked.pdbqt
4-dimethylaminophenol,-4.987,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\4-dimethylaminophenol_docked.pdbqt
fluciclovine__18F_,-4.984,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluciclovine__18F__docked.pdbqt
nicotinic_acid,-4.984,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nicotinic_acid_docked.pdbqt
oxeladin,-4.983,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxeladin_docked.pdbqt
piracetam,-4.98,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piracetam_docked.pdbqt
symclosene,-4.977,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\symclosene_docked.pdbqt
isoleucine,-4.968,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isoleucine_docked.pdbqt
cetyl_alcohol,-4.967,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetyl_alcohol_docked.pdbqt
methylsulfonal,-4.96,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylsulfonal_docked.pdbqt
cevimeline,-4.944,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cevimeline_docked.pdbqt
aminolevulinic_acid,-4.943,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminolevulinic_acid_docked.pdbqt
imipramine,-4.942,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\imipramine_docked.pdbqt
pregabalin,-4.938,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pregabalin_docked.pdbqt
nicotinamide,-4.936,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nicotinamide_docked.pdbqt
tretamine,-4.935,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tretamine_docked.pdbqt
methiosulfonium_chloride,-4.933,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methiosulfonium_chloride_docked.pdbqt
ifosfamide,-4.932,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ifosfamide_docked.pdbqt
bemegride,-4.932,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bemegride_docked.pdbqt
adipic_acid,-4.932,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\adipic_acid_docked.pdbqt
methyl_nicotinate,-4.925,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methyl_nicotinate_docked.pdbqt
tribromometacresol,-4.922,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tribromometacresol_docked.pdbqt
aspartic_acid,-4.912,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aspartic_acid_docked.pdbqt
altretamine,-4.912,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\altretamine_docked.pdbqt
homochlorcyclizine,-4.906,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\homochlorcyclizine_docked.pdbqt
thiouracil,-4.902,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thiouracil_docked.pdbqt
mequinol,-4.902,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mequinol_docked.pdbqt
bretylium,-4.898,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bretylium_docked.pdbqt
levocarnitine,-4.894,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levocarnitine_docked.pdbqt
valproic_acid,-4.886,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valproic_acid_docked.pdbqt
hydroquinone,-4.883,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydroquinone_docked.pdbqt
leucine,-4.879,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\leucine_docked.pdbqt
timonacic,-4.874,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\timonacic_docked.pdbqt
orazamide,-4.873,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\orazamide_docked.pdbqt
sevoflurane,-4.872,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sevoflurane_docked.pdbqt
meptazinol,-4.872,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meptazinol_docked.pdbqt
aminohydroxybutyric_acid,-4.872,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminohydroxybutyric_acid_docked.pdbqt
emedastine,-4.872,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\emedastine_docked.pdbqt
cycloserine,-4.871,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cycloserine_docked.pdbqt
tiazesim,-4.864,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiazesim_docked.pdbqt
carbimazole,-4.863,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbimazole_docked.pdbqt
foscarnet,-4.859,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\foscarnet_docked.pdbqt
acetylcysteine,-4.858,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetylcysteine_docked.pdbqt
thiopental,-4.846,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thiopental_docked.pdbqt
threonine,-4.845,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\threonine_docked.pdbqt
amantadine,-4.841,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amantadine_docked.pdbqt
cineole,-4.831,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cineole_docked.pdbqt
meldonium,-4.83,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meldonium_docked.pdbqt
paraldehyde,-4.828,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\paraldehyde_docked.pdbqt
ethadione,-4.822,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethadione_docked.pdbqt
fumaric_acid,-4.819,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fumaric_acid_docked.pdbqt
fudosteine,-4.817,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fudosteine_docked.pdbqt
taurine,-4.814,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\taurine_docked.pdbqt
succimer,-4.813,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\succimer_docked.pdbqt
heptaminol,-4.812,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\heptaminol_docked.pdbqt
trimethadione,-4.812,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimethadione_docked.pdbqt
decamethonium,-4.81,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\decamethonium_docked.pdbqt
citiolone,-4.808,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\citiolone_docked.pdbqt
iproheptine,-4.802,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\iproheptine_docked.pdbqt
vigabatrin,-4.796,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\vigabatrin_docked.pdbqt
etohexadiol,-4.793,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etohexadiol_docked.pdbqt
asparagine,-4.785,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\asparagine_docked.pdbqt
proline,-4.784,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\proline_docked.pdbqt
trientine,-4.784,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trientine_docked.pdbqt
trofosfamide,-4.777,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trofosfamide_docked.pdbqt
diethylcarbamazine,-4.774,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diethylcarbamazine_docked.pdbqt
aminocaproic_acid,-4.771,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminocaproic_acid_docked.pdbqt
penicillamine,-4.771,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\penicillamine_docked.pdbqt
triclofos,-4.769,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\triclofos_docked.pdbqt
camphor,-4.767,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\camphor_docked.pdbqt
methylthiouracil,-4.75,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylthiouracil_docked.pdbqt
trimipramine,-4.745,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimipramine_docked.pdbqt
methyprylon,-4.733,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methyprylon_docked.pdbqt
mecamylamine,-4.731,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mecamylamine_docked.pdbqt
dimantine,-4.726,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimantine_docked.pdbqt
betahistine,-4.726,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\betahistine_docked.pdbqt
octanoic_acid,-4.725,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\octanoic_acid_docked.pdbqt
aminopicoline,-4.725,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminopicoline_docked.pdbqt
iodothiouracil,-4.724,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\iodothiouracil_docked.pdbqt
colchicine,-4.724,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\colchicine_docked.pdbqt
valpromide,-4.723,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valpromide_docked.pdbqt
phenol,-4.716,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenol_docked.pdbqt
pyrazinamide,-4.716,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyrazinamide_docked.pdbqt
metrifonate,-4.697,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metrifonate_docked.pdbqt
isovaleryl_diethylamide,-4.696,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isovaleryl_diethylamide_docked.pdbqt
oxydibutanol,-4.676,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxydibutanol_docked.pdbqt
benzyl_alcohol,-4.663,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzyl_alcohol_docked.pdbqt
fosfomycin,-4.659,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fosfomycin_docked.pdbqt
valine,-4.654,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valine_docked.pdbqt
bencyclane,-4.652,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bencyclane_docked.pdbqt
serine,-4.65,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\serine_docked.pdbqt
piperidione,-4.647,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piperidione_docked.pdbqt
trometamol,-4.631,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trometamol_docked.pdbqt
isoflurane,-4.629,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isoflurane_docked.pdbqt
methionine,-4.623,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methionine_docked.pdbqt
itramin_tosilate,-4.615,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\itramin_tosilate_docked.pdbqt
unithiol,-4.603,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\unithiol_docked.pdbqt
ethoheptazine,-4.591,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethoheptazine_docked.pdbqt
disulfiram,-4.589,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\disulfiram_docked.pdbqt
desflurane,-4.582,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\desflurane_docked.pdbqt
isometheptene,-4.58,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isometheptene_docked.pdbqt
enflurane,-4.569,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\enflurane_docked.pdbqt
fluostigmine,-4.563,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluostigmine_docked.pdbqt
dimethyl_fumarate,-4.562,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimethyl_fumarate_docked.pdbqt
cetiedil,-4.553,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetiedil_docked.pdbqt
perflutren,-4.548,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\perflutren_docked.pdbqt
etoglucid,-4.547,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etoglucid_docked.pdbqt
lorcaserin,-4.536,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lorcaserin_docked.pdbqt
domiodol,-4.536,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\domiodol_docked.pdbqt
bethanechol,-4.53,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bethanechol_docked.pdbqt
octodrine,-4.509,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\octodrine_docked.pdbqt
valnoctamide,-4.501,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valnoctamide_docked.pdbqt
succinic_acid,-4.494,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\succinic_acid_docked.pdbqt
trimethidinium,-4.491,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimethidinium_docked.pdbqt
valdetamide,-4.486,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valdetamide_docked.pdbqt
flurotyl,-4.479,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flurotyl_docked.pdbqt
oxymethurea,-4.477,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxymethurea_docked.pdbqt
amifampridine,-4.469,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amifampridine_docked.pdbqt
pempidine,-4.457,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pempidine_docked.pdbqt
succinimide,-4.453,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\succinimide_docked.pdbqt
methiodal,-4.453,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methiodal_docked.pdbqt
thiram,-4.448,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thiram_docked.pdbqt
echothiophate,-4.442,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\echothiophate_docked.pdbqt
carbachol,-4.435,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbachol_docked.pdbqt
pentaerythritol,-4.412,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentaerythritol_docked.pdbqt
talipexole,-4.396,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\talipexole_docked.pdbqt
carpronium,-4.38,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carpronium_docked.pdbqt
betazole,-4.35,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\betazole_docked.pdbqt
DL-Alanine,-4.347,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\DL-Alanine_docked.pdbqt
prenderol,-4.33,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prenderol_docked.pdbqt
mesna,-4.327,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mesna_docked.pdbqt
tetrofosmin,-4.317,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tetrofosmin_docked.pdbqt
nicotinyl_alcohol,-4.298,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nicotinyl_alcohol_docked.pdbqt
methacholine,-4.286,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methacholine_docked.pdbqt
riodoxol,-4.282,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\riodoxol_docked.pdbqt
emylcamate,-4.281,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\emylcamate_docked.pdbqt
sulfiram,-4.273,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfiram_docked.pdbqt
loprodiol,-4.261,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\loprodiol_docked.pdbqt
lactic_acid,-4.243,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lactic_acid_docked.pdbqt
aminobutyric_acid,-4.242,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aminobutyric_acid_docked.pdbqt
cysteine,-4.24,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cysteine_docked.pdbqt
clomethiazole,-4.227,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clomethiazole_docked.pdbqt
pyrithione,-4.222,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyrithione_docked.pdbqt
alanine,-4.221,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\alanine_docked.pdbqt
dixanthogen,-4.219,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dixanthogen_docked.pdbqt
acetylcholine,-4.217,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetylcholine_docked.pdbqt
ethchlorvynol,-4.201,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethchlorvynol_docked.pdbqt
mecysteine,-4.197,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mecysteine_docked.pdbqt
guanazodine,-4.195,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guanazodine_docked.pdbqt
tuaminoheptane,-4.192,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tuaminoheptane_docked.pdbqt
oxapropanium,-4.187,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxapropanium_docked.pdbqt
methylhexaneamine,-4.183,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylhexaneamine_docked.pdbqt
pentetrazol,-4.181,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentetrazol_docked.pdbqt
methenamine,-4.163,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methenamine_docked.pdbqt
glycine,-4.161,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glycine_docked.pdbqt
lindane,-4.151,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lindane_docked.pdbqt
pentamethonium_bromide,-4.14,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentamethonium_bromide_docked.pdbqt
trichloroacetic_acid,-4.133,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trichloroacetic_acid_docked.pdbqt
